user_id,name,age,gender,city_tier,occupation,monthly_income,monthly_expenses,monthly_savings,recharge_frequency,average_recharge_amount,electricity_payment_rate,water_payment_rate,internet_payment_rate,late_bill_count,upi_transactions,wallet_transactions,ecommerce_orders,payment_consistency,digital_activity_score,expense_ratio,savings_ratio,financial_discipline,credit_score,credit_category
9412,Oeshi Madan,35,Female,Tier-2,Business Owner,108644,70809,37171,11,599,93,91,98,0,494,14,18,94.0,526,0.65,0.34,79.26,660,Good
9413,Saumya Babu,33,Male,Tier-3,Freelancer,25077,17846,6717,10,239,86,85,79,2,242,43,12,83.33,297,0.71,0.27,69.7,580,Fair
9414,Manya Chand,30,Female,Tier-1,Salaried,65966,42473,21505,10,599,91,94,93,0,152,39,6,92.67,197,0.64,0.33,76.11,624,Fair
9415,Sai Sarraf,46,Female,Tier-3,Business Owner,59826,45827,12046,11,399,90,100,97,2,436,29,8,95.67,473,0.77,0.2,75.87,605,Fair
9416,Nitesh Gokhale,26,Male,Tier-1,Salaried,68928,48061,18779,11,599,100,91,94,1,191,43,10,95.0,244,0.7,0.27,77.67,624,Fair
9417,Yashvi Kunda,22,Male,Tier-2,Student,15610,11890,1557,9,199,83,96,87,2,181,22,11,88.67,214,0.76,0.1,65.33,541,Poor
9418,Lila Khosla,22,Male,Tier-1,Student,16743,12714,2165,8,399,88,99,91,1,165,58,5,92.67,228,0.76,0.13,66.21,571,Fair
9419,Faris Sarkar,23,Female,Tier-1,Gig Worker,31227,29117,1603,11,299,94,87,87,1,89,20,10,89.33,119,0.93,0.05,68.21,566,Fair
9420,Bakhshi Shetty,31,Male,Tier-2,Freelancer,18096,12332,4770,10,399,98,100,89,3,269,89,15,95.67,373,0.68,0.26,75.74,588,Fair
9421,Hredhaan Walla,29,Male,Tier-1,Gig Worker,15735,12326,1679,9,239,82,72,94,4,97,94,4,82.67,195,0.78,0.11,62.53,510,Poor
9422,Mitesh Gokhale,23,Female,Tier-3,Student,11124,7810,578,10,239,85,96,87,1,161,36,6,89.33,203,0.7,0.05,66.23,563,Fair
9423,Liam Padmanabhan,25,Male,Tier-3,Salaried,52323,28731,20659,12,499,95,97,90,0,180,42,12,94.0,234,0.55,0.39,82.85,666,Good
9424,Abha Sehgal,41,Female,Tier-2,Business Owner,42394,27234,13896,12,599,97,92,97,1,352,17,10,95.33,379,0.64,0.33,81.5,632,Fair
9425,Simon Bhavsar,32,Female,Tier-2,Salaried,53166,34787,17642,10,399,91,90,90,1,217,36,9,90.33,262,0.65,0.33,75.12,616,Fair
9426,Lucky Kashyap,22,Female,Tier-2,Freelancer,26549,18627,6668,9,239,99,94,78,0,239,33,6,90.33,278,0.7,0.25,70.7,626,Fair
9427,Aarnav Gill,30,Male,Tier-3,Freelancer,36899,25013,9687,11,299,79,83,75,3,259,83,9,79.0,351,0.68,0.26,69.38,553,Fair
9428,Nachiket Jani,35,Female,Tier-3,Salaried,40396,22935,14793,11,599,99,92,90,1,136,29,9,93.67,174,0.57,0.37,79.82,611,Fair
9429,Jeet Ghosh,30,Male,Tier-3,Salaried,67061,53808,11221,10,599,95,92,97,1,180,19,5,94.67,204,0.8,0.17,72.35,577,Fair
9430,Vanya Lala,53,Female,Tier-1,Business Owner,106968,77691,27645,11,499,98,98,91,0,373,34,10,95.67,417,0.73,0.26,77.59,640,Fair
9431,Benjamin Bala,27,Female,Tier-1,Salaried,52638,41054,9440,10,299,100,95,100,1,208,36,9,98.33,253,0.78,0.18,74.55,594,Fair
9432,Ekavir Choudhary,20,Male,Tier-3,Student,9547,7460,1134,12,239,76,80,94,2,179,52,9,83.33,240,0.78,0.12,69.23,560,Fair
9433,Isaiah Khosla,43,Female,Tier-1,Salaried,46028,36586,7813,10,499,91,90,95,0,214,15,11,92.0,240,0.79,0.17,71.09,616,Fair
9434,Vihaan Kamdar,21,Male,Tier-2,Student,12385,8978,474,10,239,80,92,87,2,270,74,6,86.33,350,0.72,0.04,64.31,566,Fair
9435,Bina Morar,40,Male,Tier-1,Freelancer,15056,8922,3625,8,399,81,85,87,0,276,36,3,84.33,315,0.59,0.24,65.39,609,Fair
9436,Aryan Sahni,38,Female,Tier-3,Business Owner,101674,69273,29605,11,599,98,97,92,1,358,12,10,95.67,380,0.68,0.29,78.57,631,Fair
9437,Fitan Chopra,43,Male,Tier-3,Gig Worker,10256,6638,638,9,299,93,72,70,2,136,27,10,78.33,173,0.65,0.06,59.03,525,Poor
9438,Neha Sandhu,38,Female,Tier-2,Freelancer,20889,16846,3455,11,399,90,92,92,1,150,42,4,91.33,196,0.81,0.17,72.63,580,Fair
9439,Varsha Palla,29,Male,Tier-3,Freelancer,22261,19225,2460,9,299,83,83,82,3,170,59,15,82.67,244,0.86,0.11,62.65,528,Poor
9440,Maya Loyal,23,Female,Tier-3,Student,21037,17403,1348,12,239,77,100,95,0,274,55,10,90.67,339,0.83,0.06,71.26,611,Fair
9441,Urmi Chawla,36,Female,Tier-1,Salaried,78280,60601,16971,11,599,92,98,100,0,102,26,10,96.67,138,0.77,0.22,76.84,615,Fair
9442,Varenya Srivastava,40,Female,Tier-3,Freelancer,69172,58678,8177,9,239,79,86,81,1,176,34,13,82.0,223,0.85,0.12,62.55,564,Fair
9443,Harrison Anne,34,Male,Tier-3,Salaried,51927,33950,17066,10,499,95,96,99,0,158,38,7,96.67,203,0.65,0.33,78.19,632,Fair
9444,Aarna Kannan,23,Female,Tier-2,Student,11820,9301,626,11,399,91,96,85,2,273,80,3,90.67,356,0.79,0.05,68.92,571,Fair
9445,Devika Ratta,22,Female,Tier-3,Student,18067,14315,2134,11,239,81,95,91,1,155,42,2,89.0,199,0.79,0.12,70.04,573,Fair
9446,Ayaan Keer,41,Female,Tier-2,Gig Worker,38390,32531,4219,11,239,89,85,95,5,129,50,5,89.67,184,0.85,0.11,70.13,502,Poor
9447,Hiral Jaggi,22,Female,Tier-2,Student,11653,9328,1189,11,299,90,97,93,1,139,51,12,93.33,202,0.8,0.1,71.73,594,Fair
9448,Tanveer Borde,34,Female,Tier-1,Salaried,26354,18302,5286,11,399,96,92,100,1,225,10,11,96.0,246,0.69,0.2,76.02,610,Fair
9449,Harshil Sachar,40,Female,Tier-2,Salaried,68190,54786,10443,10,499,96,91,91,0,109,18,9,92.67,136,0.8,0.15,70.93,584,Fair
9450,Hemangini Batra,30,Female,Tier-1,Freelancer,68022,58859,7844,8,239,80,77,88,2,326,73,10,81.67,409,0.87,0.12,60.29,552,Fair
9451,Ethan Sharaf,37,Male,Tier-3,Salaried,78974,49284,27090,10,299,93,97,98,1,140,45,15,96.0,200,0.62,0.34,78.29,627,Fair
9452,Maanav Khalsa,23,Female,Tier-1,Student,12996,8340,1741,9,199,94,90,93,3,231,77,4,92.33,312,0.64,0.13,68.19,556,Fair
9453,Balhaar Shan,27,Female,Tier-1,Salaried,35843,24386,10180,10,299,92,94,95,1,152,20,11,93.67,183,0.68,0.28,75.35,614,Fair
9454,Kai Devan,21,Female,Tier-3,Student,24477,18864,3135,10,299,84,100,88,0,283,56,9,90.67,348,0.77,0.13,69.18,621,Fair
9455,Januja Bhatt,24,Female,Tier-3,Freelancer,69112,50842,16994,8,299,96,80,76,2,313,74,13,84.0,400,0.74,0.25,65.38,578,Fair
9456,Anmol Oommen,24,Female,Tier-2,Salaried,55267,30797,21509,10,399,95,95,91,0,114,26,13,93.67,153,0.56,0.39,78.51,638,Fair
9457,Joshua Raval,22,Male,Tier-2,Freelancer,18726,13947,2999,8,299,99,96,76,1,158,41,5,90.33,204,0.74,0.16,65.97,565,Fair
9458,Lila Andra,40,Male,Tier-1,Salaried,35800,20137,14149,10,299,97,92,94,0,242,35,7,94.33,284,0.56,0.4,79.02,660,Good
9459,Aishani Guha,42,Female,Tier-2,Salaried,43017,27970,12286,12,299,95,90,92,0,244,16,9,92.33,269,0.65,0.29,78.73,627,Fair
9460,Nihal Sahni,29,Female,Tier-3,Business Owner,48885,26517,20710,12,499,99,100,93,1,373,34,15,97.33,422,0.54,0.42,85.38,661,Good
9461,Rachita Kata,45,Male,Tier-1,Salaried,33032,19507,11126,10,599,91,100,100,1,148,25,4,97.0,177,0.59,0.34,78.6,628,Fair
9462,Mohini Mitra,23,Male,Tier-2,Salaried,62824,35430,24461,11,499,94,91,92,0,150,10,7,92.33,167,0.56,0.39,79.85,634,Fair
9463,Chakrika Badami,29,Female,Tier-1,Salaried,75342,58171,16261,12,499,99,95,95,1,138,10,5,96.33,153,0.77,0.22,78.64,593,Fair
9464,Chakradhar Ramachandran,20,Male,Tier-3,Student,14392,11267,402,11,299,88,92,98,1,217,64,4,92.67,285,0.78,0.03,69.17,571,Fair
9465,Shivansh Baral,31,Male,Tier-3,Freelancer,67233,54102,11273,11,239,83,95,90,2,230,86,7,89.33,323,0.8,0.17,71.7,587,Fair
9466,Reyansh Chakrabarti,39,Male,Tier-3,Freelancer,46425,32968,12734,9,399,95,95,76,3,224,89,8,88.67,321,0.71,0.27,70.56,558,Fair
9467,Kevin Pandya,37,Male,Tier-2,Salaried,32890,19982,10654,10,299,96,91,96,0,180,18,7,94.33,205,0.61,0.32,76.88,634,Fair
9468,Ijaya Shroff,39,Male,Tier-3,Salaried,84615,58431,24679,12,499,90,100,100,0,148,26,4,96.67,178,0.69,0.29,81.08,628,Fair
9469,Ekaja Sethi,29,Female,Tier-3,Freelancer,26594,19125,5032,10,399,87,77,95,1,346,66,14,86.33,426,0.72,0.19,68.84,612,Fair
9470,Liam Parekh,28,Male,Tier-1,Freelancer,37246,32778,3840,8,399,87,100,86,2,225,63,6,91.0,294,0.88,0.1,64.59,552,Fair
9471,Darika Savant,20,Female,Tier-3,Student,17899,15770,1298,11,399,86,76,83,1,146,26,5,81.67,177,0.88,0.07,65.01,547,Poor
9472,Jack Bassi,23,Male,Tier-2,Gig Worker,21616,16391,2883,6,299,89,71,79,3,113,66,6,79.67,185,0.76,0.13,55.83,495,Poor
9473,Quincy Soman,41,Female,Tier-1,Salaried,79399,62104,15024,11,299,92,95,99,1,135,50,14,95.33,199,0.78,0.19,75.34,606,Fair
9474,Omya Shere,21,Female,Tier-3,Freelancer,18351,15993,1822,10,399,100,80,99,0,251,25,8,93.0,284,0.87,0.1,69.48,615,Fair
9475,Darsh Halder,35,Male,Tier-2,Business Owner,95896,56709,37202,10,399,93,95,92,2,283,43,8,93.33,334,0.59,0.39,78.3,625,Fair
9476,Gunbir Ganesh,23,Female,Tier-3,Salaried,72086,43102,26941,12,299,96,100,97,0,116,33,10,97.67,159,0.6,0.37,84.05,644,Fair
9477,Gabriel Prasad,18,Female,Tier-2,Student,11134,8170,1635,12,239,95,96,98,3,268,79,3,96.33,350,0.73,0.15,76.57,588,Fair
9478,Yasti Nori,33,Female,Tier-2,Salaried,56143,39605,15519,11,599,97,94,97,0,151,47,13,96.0,211,0.71,0.28,78.29,645,Fair
9479,Sanya Sami,21,Male,Tier-1,Student,20319,17012,1958,8,199,92,93,85,1,224,46,9,90.0,279,0.84,0.1,63.89,579,Fair
9480,Amol Sha,31,Male,Tier-1,Salaried,64611,44969,18713,12,299,92,93,96,1,165,43,9,93.67,217,0.7,0.29,79.52,613,Fair
9481,Amara Ahuja,34,Female,Tier-2,Salaried,33193,20074,12457,10,399,90,90,91,0,196,17,13,90.33,226,0.6,0.38,76.43,638,Fair
9482,Neha Master,45,Female,Tier-1,Gig Worker,17593,12915,1929,6,199,85,80,80,1,123,88,4,81.67,215,0.73,0.11,56.12,550,Fair
9483,Maanas Batta,31,Male,Tier-3,Freelancer,20680,15107,4062,8,299,75,99,87,2,345,84,13,87.0,442,0.73,0.2,65.39,595,Fair
9484,Tara Chanda,38,Female,Tier-1,Freelancer,21596,15204,3805,11,299,88,80,85,1,295,40,8,84.33,343,0.7,0.18,69.45,607,Fair
9485,Bhavika Date,35,Female,Tier-2,Business Owner,73456,47474,24491,10,399,93,91,92,2,400,32,18,92.0,450,0.65,0.33,76.0,607,Fair
9486,Qarin Bora,34,Female,Tier-2,Salaried,45547,35358,9417,11,399,98,94,96,0,193,47,11,96.0,251,0.78,0.21,76.2,628,Fair
9487,Faraj Mani,43,Female,Tier-3,Salaried,65950,50147,14325,11,499,97,99,94,1,156,29,6,96.67,191,0.76,0.22,76.85,599,Fair
9488,Indrajit Din,28,Male,Tier-1,Freelancer,21796,16691,3048,8,239,95,93,88,1,296,35,14,92.0,345,0.77,0.14,66.2,597,Fair
9489,Waida Palan,42,Male,Tier-1,Salaried,57280,44459,10506,10,599,90,91,98,0,153,49,14,93.0,216,0.78,0.18,72.0,610,Fair
9490,Chanchal Memon,44,Female,Tier-1,Business Owner,41848,26355,14881,10,399,93,90,96,0,352,35,18,93.0,405,0.63,0.36,77.17,654,Good
9491,William Raghavan,42,Male,Tier-3,Salaried,25772,17440,5876,12,499,91,93,90,0,223,37,11,91.33,271,0.68,0.23,76.51,634,Fair
9492,Ekaraj Kalla,21,Female,Tier-1,Student,16138,13662,334,9,299,80,92,98,1,144,65,12,90.0,221,0.85,0.02,63.62,562,Fair
9493,Arya Sankaran,37,Female,Tier-1,Salaried,48435,33586,14053,11,299,98,94,95,0,211,15,7,95.67,233,0.69,0.29,78.54,647,Fair
9494,Kabir Sodhi,20,Female,Tier-1,Student,24712,22039,633,11,299,81,86,97,0,298,55,7,88.0,360,0.89,0.03,66.77,587,Fair
9495,Zilmil Ramachandran,37,Female,Tier-1,Freelancer,53907,43969,8291,9,239,92,86,99,2,309,84,13,92.33,406,0.82,0.15,68.78,593,Fair
9496,Kevin Johal,37,Female,Tier-2,Salaried,67769,41635,25348,12,499,100,99,95,1,221,30,14,98.0,265,0.61,0.37,84.22,659,Good
9497,Lila Soni,29,Male,Tier-3,Freelancer,59517,39565,17825,10,399,99,76,98,0,168,37,4,91.0,209,0.66,0.3,74.48,613,Fair
9498,Siddharth Upadhyay,31,Female,Tier-1,Salaried,78564,51447,25407,12,299,91,92,98,1,150,10,7,93.67,167,0.65,0.32,80.54,623,Fair
9499,Hiral Panchal,35,Male,Tier-2,Freelancer,16470,10416,3451,8,239,98,96,82,3,312,47,8,92.0,367,0.63,0.21,68.29,566,Fair
9500,Jackson Chhabra,44,Male,Tier-1,Salaried,48102,28155,18720,11,599,94,96,97,1,175,48,6,95.67,229,0.59,0.39,81.51,627,Fair
9501,Simon Sawhney,23,Male,Tier-1,Freelancer,62097,50692,9872,8,239,81,97,90,1,337,88,13,89.33,438,0.82,0.16,65.44,604,Fair
9502,Falan Rama,19,Female,Tier-3,Student,13125,9700,531,9,199,90,91,91,3,276,58,10,90.67,344,0.74,0.04,64.55,540,Poor
9503,Christopher Dhaliwal,24,Female,Tier-2,Salaried,66491,52211,11991,11,499,100,98,94,0,135,39,7,97.33,181,0.79,0.18,76.08,626,Fair
9504,Divya Pandit,35,Female,Tier-3,Freelancer,33486,24509,7821,12,399,87,85,90,0,249,89,15,87.33,353,0.73,0.23,74.67,625,Fair
9505,Tripti Bora,41,Male,Tier-1,Business Owner,95665,54486,40670,10,499,98,98,100,0,276,49,20,98.67,345,0.57,0.43,82.09,691,Good
9506,Urvi Bal,30,Female,Tier-1,Salaried,25942,20354,3972,11,299,92,94,97,1,162,41,6,94.33,209,0.78,0.15,73.76,598,Fair
9507,Arin Bawa,18,Female,Tier-1,Student,21131,17258,2864,8,199,95,93,83,1,178,77,8,90.33,263,0.82,0.14,65.23,578,Fair
9508,Balhaar Krishnan,21,Female,Tier-2,Student,8290,6253,646,8,239,78,83,90,0,188,59,10,83.67,257,0.75,0.08,60.17,584,Fair
9509,Kiaan Mall,25,Female,Tier-2,Salaried,50757,29680,18085,10,399,92,94,97,1,172,44,14,94.33,230,0.58,0.36,77.86,639,Fair
9510,Ranbir Saraf,25,Male,Tier-1,Salaried,54833,34948,17549,12,599,93,99,97,1,160,19,12,96.33,191,0.64,0.32,81.77,626,Fair
9511,Dipta Pandya,29,Female,Tier-1,Business Owner,50210,31978,17645,11,499,96,91,91,1,471,33,13,92.67,517,0.64,0.35,78.88,631,Fair
9512,Saumya Golla,23,Male,Tier-2,Student,18245,15538,668,10,299,81,94,97,3,277,38,7,90.67,322,0.85,0.04,66.43,546,Poor
9513,Aarini Sangha,35,Male,Tier-1,Freelancer,39041,33219,5107,9,239,77,78,85,3,173,59,7,80.0,239,0.85,0.13,61.92,512,Poor
9514,Hitesh Raja,42,Male,Tier-1,Salaried,34143,25862,6081,10,499,99,92,98,1,122,32,10,96.33,164,0.76,0.18,73.51,588,Fair
9515,Gaurangi Tank,32,Female,Tier-2,Gig Worker,10841,8277,1323,10,239,90,71,89,3,196,33,10,83.33,239,0.76,0.12,65.33,540,Poor
9516,Gabriel Pillay,45,Male,Tier-2,Gig Worker,37312,29956,5796,11,199,86,70,70,3,100,59,7,75.33,166,0.8,0.16,64.33,505,Poor
9517,Wyatt Kapoor,24,Male,Tier-3,Salaried,76650,57535,18201,10,299,90,90,100,0,116,31,7,93.33,154,0.75,0.24,73.79,606,Fair
9518,Omisha Din,24,Female,Tier-1,Salaried,39161,21786,14541,12,399,98,92,99,0,125,37,15,96.33,177,0.56,0.37,83.31,667,Good
9519,Krishna Sami,35,Male,Tier-1,Gig Worker,33917,29464,3224,11,239,94,82,70,2,149,43,9,82.0,201,0.87,0.1,65.85,535,Poor
9520,Mahika Chaudhuri,23,Male,Tier-2,Student,20818,16564,1466,9,239,87,81,87,1,146,31,2,85.0,179,0.8,0.07,62.61,555,Fair
9521,Nirja Prabhakar,56,Male,Tier-3,Business Owner,100954,59965,38853,12,399,100,95,91,1,283,31,16,95.33,330,0.59,0.38,83.21,664,Good
9522,Ishanvi Garg,41,Female,Tier-3,Salaried,49004,27683,19441,11,299,91,92,99,0,137,48,9,94.0,194,0.56,0.4,80.9,655,Good
9523,Mohini Saha,38,Female,Tier-3,Gig Worker,12383,8896,1389,7,299,81,76,89,5,108,60,2,82.0,170,0.72,0.11,58.37,475,Poor
9524,Urvi Natarajan,53,Female,Tier-2,Business Owner,109887,65518,41946,11,599,99,98,95,0,473,25,9,97.33,507,0.6,0.38,82.12,658,Good
9525,Faris Tripathi,26,Female,Tier-1,Salaried,39023,31164,6840,12,599,95,92,98,1,209,30,15,95.0,254,0.8,0.18,76.76,606,Fair
9526,Ikshita Sampath,26,Male,Tier-2,Freelancer,30310,25533,3260,12,239,86,89,96,1,184,42,9,90.33,235,0.84,0.11,72.39,597,Fair
9527,Ishwar More,37,Female,Tier-3,Freelancer,46225,35299,9290,12,399,87,100,98,0,309,61,7,95.0,377,0.76,0.2,77.53,639,Fair
9528,Ishwar Mandal,33,Male,Tier-1,Salaried,80695,63871,16289,10,599,95,99,92,1,213,31,12,95.33,256,0.79,0.2,73.72,612,Fair
9529,Lavanya Kala,32,Male,Tier-2,Freelancer,51499,36072,14852,9,399,78,83,83,2,181,31,7,81.33,219,0.7,0.29,67.32,571,Fair
9530,Jatin Nath,44,Female,Tier-2,Gig Worker,21300,17805,2415,10,299,75,85,92,3,193,35,7,84.0,235,0.84,0.11,65.4,533,Poor
9531,Kevin Singh,40,Female,Tier-2,Freelancer,21430,17476,3323,10,299,98,91,79,1,297,41,8,89.33,346,0.82,0.16,69.32,582,Fair
9532,Jonathan Rout,21,Female,Tier-3,Student,20156,17851,558,11,399,93,81,98,0,205,66,2,90.67,273,0.89,0.03,68.16,599,Fair
9533,Chandran Dave,28,Female,Tier-1,Freelancer,55907,41608,12400,10,399,93,100,87,2,276,63,9,93.33,348,0.74,0.22,73.32,599,Fair
9534,Nathan Dhawan,36,Male,Tier-2,Business Owner,61853,34791,24784,10,399,91,92,92,0,312,41,9,91.67,362,0.56,0.4,77.85,659,Good
9535,Kala Acharya,45,Female,Tier-2,Business Owner,115878,90495,24568,11,599,90,94,98,2,492,13,11,94.0,516,0.78,0.21,75.36,584,Fair
9536,Abhimanyu Palan,24,Male,Tier-3,Salaried,62223,42051,19260,12,299,91,99,100,0,148,25,12,96.67,185,0.68,0.31,81.62,654,Good
9537,Neha Choudhary,45,Female,Tier-1,Salaried,69622,42794,26219,10,499,96,100,98,0,160,17,9,98.0,186,0.61,0.38,80.3,649,Fair
9538,Vedhika Agarwal,27,Female,Tier-1,Freelancer,28277,19761,7790,11,399,85,99,93,3,268,40,7,92.33,315,0.7,0.28,76.43,591,Fair
9539,Anika Venkatesh,35,Female,Tier-1,Salaried,42250,32283,8417,11,599,90,100,97,1,220,24,8,95.67,252,0.76,0.2,75.81,612,Fair
9540,Krishna Solanki,38,Male,Tier-1,Freelancer,45677,35066,8236,12,299,95,86,79,2,222,90,15,86.67,327,0.77,0.18,72.74,592,Fair
9541,Daniel Natt,24,Male,Tier-1,Student,18940,15453,1087,8,199,89,96,96,0,273,39,6,93.67,318,0.82,0.06,64.56,595,Fair
9542,Jack Sengupta,19,Female,Tier-1,Student,6854,3572,712,8,299,90,87,81,1,264,45,10,86.0,319,0.52,0.1,62.12,580,Fair
9543,Onveer Ratta,31,Female,Tier-1,Salaried,56053,39834,14255,10,399,99,100,97,1,161,21,4,98.67,186,0.71,0.25,76.96,611,Fair
9544,Ekiya Oza,24,Female,Tier-3,Salaried,58288,41321,13974,10,399,97,91,96,0,146,26,8,94.67,180,0.71,0.24,74.53,609,Fair
9545,Bhavya Gopal,29,Female,Tier-1,Salaried,60465,46394,11230,12,399,97,90,94,0,197,45,15,93.67,257,0.77,0.19,76.41,624,Fair
9546,George Natt,34,Female,Tier-1,Business Owner,66549,35803,28271,11,399,91,92,97,0,250,49,9,93.33,308,0.54,0.42,81.41,653,Good
9547,Vansha Bhat,30,Male,Tier-1,Salaried,66441,54904,10405,10,299,99,92,97,1,125,39,13,96.0,177,0.83,0.16,72.7,589,Fair
9548,Aarnav Trivedi,21,Male,Tier-1,Student,15952,14082,1251,8,299,92,97,93,3,297,58,2,94.0,357,0.88,0.08,65.35,539,Poor
9549,Frederick Nayak,33,Female,Tier-3,Business Owner,58866,38829,18928,10,599,98,93,98,2,493,33,20,96.33,546,0.66,0.32,77.81,616,Fair
9550,Pahal Ben,37,Female,Tier-2,Salaried,74680,58461,14454,11,499,97,93,90,0,184,15,11,93.33,210,0.78,0.19,74.47,626,Fair
9551,Azad Sachar,34,Male,Tier-1,Business Owner,91662,54421,36461,12,499,94,99,90,2,394,20,9,94.33,423,0.59,0.4,83.1,622,Fair
9552,Shivansh Pillay,22,Female,Tier-1,Freelancer,56665,45061,9118,11,299,83,96,99,3,255,42,12,92.67,309,0.8,0.16,73.16,581,Fair
9553,Jyoti Kulkarni,24,Female,Tier-1,Student,16302,11816,1764,10,399,93,96,85,0,180,20,10,91.33,210,0.72,0.11,68.91,607,Fair
9554,Ladli Ghose,21,Female,Tier-2,Freelancer,33279,24383,6683,11,239,85,91,100,3,279,42,9,92.0,330,0.73,0.2,74.02,587,Fair
9555,Sneha Datta,19,Male,Tier-2,Student,16255,11486,2410,10,299,89,83,94,2,269,20,11,88.67,300,0.71,0.15,68.78,580,Fair
9556,Gaurav Agate,41,Female,Tier-3,Salaried,75183,46658,27056,11,599,98,92,95,0,250,14,15,95.0,279,0.62,0.36,80.3,667,Good
9557,Divya Subramanian,59,Male,Tier-3,Business Owner,74798,38736,33488,12,599,91,96,95,0,443,44,6,94.0,493,0.52,0.45,84.43,674,Good
9558,Andrew Deshmukh,28,Male,Tier-1,Gig Worker,12125,9771,1541,8,239,94,84,94,2,184,93,8,90.67,285,0.81,0.13,65.15,566,Fair
9559,Charita Chanda,38,Female,Tier-3,Freelancer,40476,35546,3253,11,239,81,96,91,2,330,36,3,89.33,369,0.88,0.08,69.08,566,Fair
9560,Elijah Tripathi,19,Female,Tier-3,Student,23909,19222,1937,11,399,80,80,89,2,289,62,7,83.0,358,0.8,0.08,65.93,556,Fair
9561,Kritika Krishna,25,Male,Tier-2,Salaried,88465,60045,26132,10,399,99,92,96,1,143,35,12,95.67,190,0.68,0.3,76.7,601,Fair
9562,Qushi Loke,42,Female,Tier-1,Salaried,75389,52448,21076,12,299,94,93,94,0,246,31,8,93.67,285,0.7,0.28,79.22,651,Good
9563,Hemangini Mutti,45,Female,Tier-2,Salaried,58970,33081,23491,10,499,91,90,95,1,179,12,12,92.0,203,0.56,0.4,77.95,635,Fair
9564,Indali Setty,28,Female,Tier-1,Gig Worker,33325,27998,3215,10,299,70,75,84,1,114,56,6,76.33,176,0.84,0.1,61.06,531,Poor
9565,Brijesh Khatri,25,Male,Tier-2,Freelancer,42504,30702,10198,9,299,94,90,77,2,234,29,6,87.0,269,0.72,0.24,68.7,583,Fair
9566,Bina Soman,23,Male,Tier-1,Salaried,56812,40487,14426,11,599,99,96,98,0,115,11,6,97.67,132,0.71,0.25,78.45,613,Fair
9567,Sneha Sodhi,31,Female,Tier-2,Salaried,75087,50465,22405,12,599,94,99,92,1,208,30,13,95.0,251,0.67,0.3,80.45,625,Fair
9568,Yagnesh Chopra,28,Female,Tier-1,Business Owner,49131,32925,13753,11,599,91,95,95,1,455,11,6,93.67,472,0.67,0.28,77.23,628,Fair
9569,Ridhi Mallick,41,Male,Tier-2,Salaried,71388,47422,22686,12,499,97,100,98,0,247,32,5,98.33,284,0.66,0.32,82.7,649,Fair
9570,Chameli Chakraborty,40,Female,Tier-3,Salaried,46097,34633,9187,12,399,98,90,98,0,124,26,5,95.33,155,0.75,0.2,77.65,619,Fair
9571,Ekansh Garg,40,Male,Tier-1,Salaried,87766,68772,18110,11,599,93,96,97,0,161,30,7,95.33,198,0.78,0.21,75.86,620,Fair
9572,Upkaar Morar,43,Male,Tier-1,Gig Worker,36184,27625,5571,7,199,72,70,84,4,93,30,4,75.33,127,0.76,0.15,56.29,463,Poor
9573,Naksh Goel,31,Female,Tier-2,Salaried,84768,49231,32977,10,499,98,94,96,0,147,50,7,96.0,204,0.58,0.39,79.67,638,Fair
9574,Ira Gopal,19,Male,Tier-3,Student,12467,9049,1559,12,399,94,75,100,0,205,77,7,89.67,289,0.73,0.13,72.58,614,Fair
9575,Prisha Dugar,40,Male,Tier-3,Freelancer,59454,48417,8798,12,299,94,100,93,1,151,60,15,95.67,226,0.81,0.15,76.27,609,Fair
9576,Samaksh Golla,55,Female,Tier-2,Business Owner,107723,85293,21914,12,399,100,94,96,2,333,45,7,96.67,385,0.79,0.2,78.44,596,Fair
9577,Jyoti Ratti,28,Male,Tier-2,Salaried,34701,20583,11954,11,399,97,93,96,1,174,24,14,95.33,212,0.59,0.34,80.0,629,Fair
9578,Nidhi Kala,36,Male,Tier-1,Business Owner,88497,68267,18561,11,599,94,94,95,1,313,26,10,94.33,349,0.77,0.21,75.46,609,Fair
9579,Yuvraj Virk,36,Female,Tier-3,Freelancer,23122,15957,6509,8,239,91,95,82,3,251,68,9,89.33,328,0.69,0.28,69.11,579,Fair
9580,Maya Patel,43,Male,Tier-1,Business Owner,117432,91001,24943,10,499,100,97,90,1,431,44,14,95.67,489,0.77,0.21,74.21,628,Fair
9581,Bhanumati Chopra,24,Female,Tier-2,Student,11215,8143,1532,10,239,85,100,86,2,251,28,12,90.33,291,0.73,0.14,69.26,575,Fair
9582,Panini Bali,25,Male,Tier-2,Freelancer,56992,48829,6186,11,299,83,78,92,1,337,64,5,84.33,406,0.86,0.11,67.42,591,Fair
9583,Hemal Pingle,39,Male,Tier-2,Gig Worker,38500,33961,3509,9,199,88,93,89,5,104,23,10,90.0,137,0.88,0.09,65.73,492,Poor
9584,Tara Doshi,23,Female,Tier-1,Student,5063,2069,506,10,299,86,77,95,1,183,43,5,86.0,231,0.41,0.1,66.0,592,Fair
9585,Anika More,47,Male,Tier-3,Business Owner,81297,45856,32924,11,399,100,92,98,1,424,45,20,96.67,489,0.56,0.4,82.48,675,Good
9586,Madhavi Dave,39,Female,Tier-1,Freelancer,50172,37385,11589,10,399,90,83,81,1,345,56,8,84.67,409,0.75,0.23,69.26,599,Fair
